Rk,Player,Team,Pos,Att,Att/G,Yds,Avg,Yds/G,TD,Long,1st Downs,1st Down %,20+,40+,FUM
24,Darren McFadden,OAK,RB,216,18.0,707,3.3,58.9,2,64T,33,15.3,4,1,1
26,Mikel Leshoure,DET,RB,215,15.4,798,3.7,57.0,9,16,46,21.4,0,0,3
27,Vick Ballard,IND,RB,211,13.2,814,3.9,50.9,2,26,50,23.7,4,0,3
28,Michael Turner,ATL,RB,222,13.9,800,3.6,50.0,10,43,40,18.0,5,1,3
29,Cedric Benson,GB,RB,71,14.2,248,3.5,49.6,1,11,10,14.1,0,0,1
30,Jonathan Dwyer,PIT,RB,156,12.0,623,4.0,47.9,2,34,27,17.3,3,0,2
31,DeAngelo Williams,CAR,RB,173,10.8,737,4.3,46.1,5,65,32,18.5,5,2,2
32,Fred Jackson,BUF,RB,115,11.5,437,3.8,43.7,3,15,25,21.7,0,0,4
33,James Starks,GB,RB,71,11.8,255,3.6,42.5,1,22T,12,16.9,1,0,1
34,Donald Brown,IND,RB,108,10.8,417,3.9,41.7,1,19,20,18.5,0,0,0
35,DuJuan Harris,GB,RB,34,8.5,157,4.6,39.2,2,21,8,23.5,1,0,0
36,Alex Green,GB,RB,135,11.2,464,3.4,38.7,0,41,17,12.6,2,1,0
37,Andre Brown,NYG,RB,73,7.3,385,5.3,38.5,8,31,25,34.2,3,0,0
38,Mark Ingram,NO,RB,156,9.8,602,3.9,37.6,5,31,28,17.9,4,0,0
39,Jonathan Stewart,CAR,RB,93,10.3,336,3.6,37.3,1,21,14,15.1,2,0,1
40,Chris Ivory,NO,RB,40,6.7,217,5.4,36.2,2,56T,7,17.5,3,1,0
41,Bryce Brown,PHI,RB,115,7.2,564,4.9,35.2,4,65T,33,28.7,6,2,4
42,Kendall Hunter,SF,RB,72,6.5,371,5.2,33.7,2,26,18,25.0,2,0,0
43,Bernard Pierce,BAL,RB,108,6.8,532,4.9,33.2,1,78,21,19.4,3,1,0
44,Ryan Williams,ARI,RB,58,11.6,164,2.8,32.8,0,25,7,12.1,2,0,2
45,Ryan Grant,GB,RB,31,7.8,127,4.1,31.8,2,18,7,22.6,0,0,1
46,Michael Bush,CHI,RB,114,8.8,411,3.6,31.6,5,20,28,24.6,2,0,1
47,Pierre Thomas,NO,RB,105,7.0,473,4.5,31.5,1,48,16,15.2,2,1,0
48,LaMichael James,SF,RB,27,6.8,125,4.6,31.2,0,26,8,29.6,1,0,1
49,Bilal Powell,NYJ,RB,110,7.9,437,4.0,31.2,4,18,23,20.9,0,0,0
50,Rashard Mendenhall,PIT,RB,51,8.5,182,3.6,30.3,0,20,8,15.7,1,0,3
51,Daryl Richardson,STL,RB,98,6.1,475,4.8,29.7,0,53,19,19.4,4,2,2
52,Isaac Redman,PIT,RB,110,7.9,410,3.7,29.3,2,28,27,24.5,3,0,2
53,Beanie Wells,ARI,RB,88,11.0,234,2.7,29.2,5,31T,11,12.5,1,0,1
54,Rashad Jennings,JAC,RB,101,10.1,283,2.8,28.3,2,21,16,15.8,1,0,3
55,Brandon Bolden,NE,RB,56,5.6,274,4.9,27.4,2,27,18,32.1,4,0,0
56,Daniel Thomas,MIA,RB,91,7.6,325,3.6,27.1,4,20,15,16.5,2,0,3
57,Jacob Hester,DEN,RB,17,5.7,81,4.8,27.0,2,18,5,29.4,0,0,0
57,Brandon Jackson,CLE,RB,8,4.0,54,6.8,27.0,0,25,2,25.0,1,0,0
59,Joique Bell,DET,RB,82,5.1,414,5.0,25.9,3,67,16,19.5,3,1,1
60,LaRod Stephens-Howling,ARI,RB,110,7.9,356,3.2,25.4,4,52,15,13.6,3,2,0
61,Ben Tate,HOU,RB,65,5.9,279,4.3,25.4,2,25,17,26.2,2,0,1
62,Jeremy Stewart,OAK,FB,25,6.2,101,4.0,25.2,0,14,3,12.0,0,0,0
63,Felix Jones,DAL,RB,111,6.9,402,3.6,25.1,3,22T,23,20.7,1,0,1
64,Peyton Hillis,KC,RB,85,6.5,309,3.6,23.8,1,18,19,22.4,0,0,2
65,Ronnie Hillman,DEN,RB,85,6.1,330,3.9,23.6,1,31,19,22.4,3,0,2
66,Justin Forsett,HOU,RB,63,3.9,374,5.9,23.4,1,81T,14,22.2,3,1,0
67,Jacquizz Rodgers,ATL,RB,94,5.9,362,3.9,22.6,1,43,16,17.0,2,1,0
68,David Wilson,NYG,RB,71,4.4,358,5.0,22.4,4,52T,17,23.9,5,2,1
69,Robert Turbin,SEA,RB,80,5.0,354,4.4,22.1,0,26,15,18.8,2,0,0
70,Montario Hardesty,CLE,RB,65,5.0,271,4.2,20.8,1,25,12,18.5,1,0,2
71,Jackie Battle,SD,RB,95,5.9,311,3.3,19.4,3,52,19,20.0,2,1,0
72,Shane Vereen,NE,RB,62,4.8,251,4.0,19.3,3,16,15,24.2,0,0,0
73,Lamar Miller,MIA,RB,51,3.9,250,4.9,19.2,1,28,12,23.5,2,0,0
74,Kahlil Bell,CHI,RB,29,7.2,76,2.6,19.0,0,18,4,13.8,0,0,0
75,Danny Woodhead,NE,RB,76,4.8,301,4.0,18.8,4,19,19,25.0,0,0,0
76,Darren Sproles,NO,RB,48,3.7,244,5.1,18.8,1,47,9,18.8,2,1,0
77,Cedric Peerman,CIN,RB,36,2.6,258,7.2,18.4,1,48,10,27.8,3,1,0
78,Mike Goodson,OAK,RB,35,2.9,221,6.3,18.4,0,43,6,17.1,3,2,0
79,Richard Murphy,JAC,RB,23,4.6,92,4.0,18.4,0,14,3,13.0,0,0,0
80,Bernard Scott,CIN,RB,8,4.0,35,4.4,17.5,0,29,2,25.0,1,0,0
81,Marcel Reece,OAK,FB,59,3.7,271,4.6,16.9,0,17,16,27.1,0,0,1
82,William Powell,ARI,RB,60,4.6,217,3.6,16.7,0,17,10,16.7,0,0,0
83,Tashard Choice,BUF,RB,47,3.9,193,4.1,16.1,1,22,9,19.1,1,0,0
84,Montell Owens,JAC,FB,42,3.2,209,5.0,16.1,1,32T,10,23.8,1,0,0
85,Ronnie Brown,SD,RB,46,3.3,220,4.8,15.7,0,21,12,26.1,1,0,0
86,Keith Toston,JAC,RB,17,3.4,74,4.4,14.8,0,14,2,11.8,0,0,0
87,Shaun Draughn,KC,RB,59,3.7,233,3.9,14.6,2,25,16,27.1,1,0,1
88,Jalen Parmele,JAC,RB,40,3.6,143,3.6,13.0,0,28,8,20.0,1,0,0
89,Delone Carter,IND,RB,32,3.2,122,3.8,12.2,3,20,11,34.4,1,0,0
90,Joe McKnight,NYJ,RB,30,2.0,179,6.0,11.9,0,61,7,23.3,2,1,1
91,LeGarrette Blount,TB,RB,41,3.2,151,3.7,11.6,2,35,7,17.1,1,0,0
92,Curtis Brinkley,SD,RB,39,3.9,115,2.9,11.5,0,13,8,20.5,0,0,1
93,Mike Tolbert,CAR,FB,54,3.4,183,3.4,11.4,7,13,24,44.4,0,0,0
94,Kevin Smith,DET,RB,37,3.1,134,3.6,11.2,1,19,4,10.8,0,0,0
95,Toby Gerhart,MIN,RB,50,3.1,169,3.4,10.6,1,22,10,20.0,1,0,2
96,Lance Ball,DEN,RB,42,2.8,158,3.8,10.5,1,22,10,23.8,1,0,0
97,Collin Mooney,TEN,RB,5,2.5,19,3.8,9.5,0,8,2,40.0,0,0,0
98,Kregg Lumpkin,NYG,RB,9,1.8,42,4.7,8.4,0,22,2,22.2,1,0,1
99,Armando Allen,CHI,RB,27,1.8,124,4.6,8.3,1,46T,6,22.2,1,1,0
100,Jordan Todman,JAC,RB,3,3.0,8,2.7,8.0,0,6,0,0.0,0,0,0
101,Dion Lewis,PHI,RB,13,1.4,69,5.3,7.7,1,17T,5,38.5,0,0,0
102,Brian Leonard,CIN,RB,33,2.2,106,3.2,7.1,0,11,7,21.2,0,0,0
103,Javon Ringer,TEN,RB,2,1.0,14,7.0,7.0,0,9,0,0.0,0,0,0
104,Chris Rainey,PIT,RB,26,1.6,102,3.9,6.4,2,19,5,19.2,0,0,0
105,Lance Dunbar,DAL,RB,21,1.8,75,3.6,6.2,0,18,5,23.8,0,0,0
106,Evan Royster,WAS,RB,23,1.4,88,3.8,5.5,2,12,8,34.8,0,0,0
107,Leon Washington,SEA,RB,23,1.4,83,3.6,5.2,1,14,3,13.0,0,0,0
108,Anthony Dixon,SF,RB,21,1.3,78,3.7,4.9,2,9,3,14.3,0,0,0
109,John Kuhn,GB,FB,23,1.6,63,2.7,4.5,1,9,4,17.4,0,0,0
110,Cyrus Gray,KC,RB,7,0.7,44,6.3,4.4,0,15,3,42.9,0,0,0
111,Phillip Tanner,DAL,RB,25,1.8,61,2.4,4.4,0,9,3,12.0,0,0,0
112,Baron Batch,PIT,RB,25,2.1,49,2.0,4.1,1,10,4,16.0,0,0,0
113,Jason Snelling,ATL,FB,18,1.1,63,3.5,3.9,0,11,3,16.7,0,0,0
114,Anthony Allen,BAL,RB,16,1.0,61,3.8,3.8,1,20,4,25.0,1,0,0
115,Darrel Young,WAS,FB,14,0.9,60,4.3,3.8,0,16,7,50.0,0,0,0
116,Isaiah Pead,STL,RB,10,0.7,54,5.4,3.6,0,19,2,20.0,0,0,0
117,Brandon Jacobs,SF,RB,5,2.5,7,1.4,3.5,0,3,1,20.0,0,0,0
118,D.J. Ware,TB,RB,11,0.7,51,4.6,3.2,0,17,5,45.5,0,0,0
119,Michael Robinson,SEA,FB,12,0.8,49,4.1,3.1,0,29,10,83.3,1,0,0
120,Jamie Harper,TEN,RB,19,1.9,30,1.6,3.0,3,13,4,21.1,0,0,0
121,Le'Ron McClain,SD,FB,14,0.9,42,3.0,2.6,0,17,2,14.3,0,0,0
122,Lex Hilliard,NYJ,FB,8,0.7,31,3.9,2.6,0,9,4,50.0,0,0,0
123,Da'Rel Scott,NYG,RB,6,1.5,9,1.5,2.2,0,5,1,16.7,0,0,0
124,Mewelde Moore,IND,RB,13,1.4,20,1.5,2.2,0,6,1,7.7,0,0,1
125,Vonta Leach,BAL,FB,9,0.6,32,3.6,2.0,1,6,3,33.3,0,0,0
125,Chris Ogbonnaya,CLE,RB,8,0.5,30,3.8,2.0,0,9,1,12.5,0,0,0
127,Dan Herron,CIN,RB,4,1.3,5,1.3,1.7,0,6,0,0.0,0,0,0
128,Nate Eachus,KC,FB,5,0.5,18,3.6,1.6,0,7,0,0.0,0,0,0
129,Taiwan Jones,OAK,RB,6,0.4,21,3.5,1.5,0,7,1,16.7,0,0,0
130,Stanley Havili,PHI,FB,6,0.4,22,3.7,1.5,1,8,1,16.7,0,0,0
131,Henry Hynoski,NYG,FB,5,0.3,20,4.0,1.2,0,5,0,0.0,0,0,0
132,Bruce Miller,SF,FB,5,0.3,18,3.6,1.1,0,9,2,40.0,0,0,0
133,Robert Hughes,IND,FB,1,0.2,5,5.0,1.0,0,5,1,100.0,0,0,0
134,Jorvorskie Lane,MIA,FB,13,0.8,13,1.0,0.8,2,4,5,38.5,0,0,1
135,Lawrence Vickers,DAL,FB,3,0.2,11,3.7,0.7,0,13,1,33.3,0,0,0
136,Roy Helu,WAS,RB,2,0.7,2,1.0,0.7,0,1,0,0.0,0,0,0
136,Greg Jones,JAC,FB,5,0.4,8,1.6,0.7,0,4,3,60.0,0,0,0
138,Matt Asiata,MIN,RB,3,0.2,9,3.0,0.6,0,5,0,0.0,0,0,0
139,Marcus Thigpen,MIA,RB,1,0.1,8,8.0,0.5,0,8,1,100.0,0,0,0
140,Will Johnson,PIT,FB,2,0.1,7,3.5,0.4,0,5,0,0.0,0,0,0
141,Travaris Cadet,NO,RB,1,0.1,5,5.0,0.4,0,5,0,0.0,0,0,0
142,James Casey,HOU,FB,1,0.1,6,6.0,0.4,0,6,1,100.0,0,0,0
143,Quinn Johnson,TEN,FB,4,0.2,5,1.3,0.3,0,3,2,50.0,0,0,0
144,Owen Schmitt,OAK,FB,2,0.2,1,0.5,0.1,0,2,1,50.0,0,0,0
145,Armond Smith,CAR,RB,3,0.8,0,0.0,0.0,0,3,0,0.0,0,0,0
