Rk,Player,Team,Pos,Att,Att/G,Yds,Avg,Yds/G,TD,Long,1st Downs,1st Down %,20+,40+,FUM
79,Keiland Williams,DET,RB,58,3.9,195,3.4,13.0,2,18,10,17.2,0,0,2
80,Derrick Ward,HOU,RB,45,3.8,154,3.4,12.8,2,15,11,24.4,0,0,0
81,Jacquizz Rodgers,ATL,RB,57,3.6,205,3.6,12.8,1,13,15,26.3,0,0,1
82,LaRod Stephens-Howling,ARI,RB,43,3.1,167,3.9,11.9,0,39,5,11.6,1,0,0
83,Tashard Choice,BUF,RB,23,3.8,70,3.0,11.7,1,12,6,26.1,0,0,1
84,Shane Vereen,NE,RB,15,3.0,57,3.8,11.4,1,19,2,13.3,0,0,0
85,Deji Karim,JAC,RB,63,5.2,130,2.1,10.8,0,14,9,14.3,0,0,0
86,Bilal Powell,NYJ,RB,13,6.5,21,1.6,10.5,0,6,0,0.0,0,0,1
87,Jerome Harrison,DET,RB,14,3.5,41,2.9,10.2,0,9,3,21.4,0,0,0
88,D.J. Ware,NYG,RB,46,2.9,163,3.5,10.2,0,17,7,15.2,0,0,0
89,Curtis Brinkley,SD,RB,30,3.0,101,3.4,10.1,1,12,4,13.3,0,0,0
90,Jason Snelling,ATL,RB,44,2.9,151,3.4,10.1,0,18,8,18.2,0,0,0
91,Jeremiah Johnson,DEN,RB,14,1.8,77,5.5,9.6,0,25,4,28.6,1,0,0
92,Marcel Reece,OAK,FB,17,1.4,112,6.6,9.3,0,26,7,41.2,2,0,0
93,Justin Forsett,SEA,RB,46,2.9,145,3.2,9.1,1,22T,6,13.0,1,0,0
94,Joe McKnight,NYJ,RB,43,2.9,134,3.1,8.9,0,11,8,18.6,0,0,0
95,Brandon Saine,GB,RB,18,2.2,69,3.8,8.6,0,10,1,5.6,0,0,0
96,Ronnie Brown,PHI,RB,42,2.6,136,3.2,8.5,1,15,11,26.2,0,0,1
97,Phillip Tanner,DAL,RB,22,2.4,76,3.5,8.4,1,17,5,22.7,0,0,0
98,DuJuan Harris,JAC,RB,9,1.8,42,4.7,8.4,0,24,2,22.2,1,0,0
99,Kevin Faulk,NE,RB,17,2.4,57,3.4,8.1,0,9,1,5.9,0,0,0
100,Taiwan Jones,OAK,RB,16,1.6,73,4.6,7.3,0,14,2,12.5,0,0,0
101,Dion Lewis,PHI,RB,23,1.5,102,4.4,6.8,1,20,5,21.7,1,0,0
101,Alfonso Smith,ARI,RB,30,2.0,102,3.4,6.8,1,12,7,23.3,0,0,0
103,Jerious Norwood,STL,RB,24,2.7,61,2.5,6.8,0,10,1,4.2,0,0,0
104,Kregg Lumpkin,TB,RB,31,1.9,105,3.4,6.6,0,19,5,16.1,0,0,0
105,Brian Leonard,CIN,RB,17,1.3,85,5.0,6.5,0,14,5,29.4,0,0,0
106,Chester Taylor,ARI,RB,20,1.7,77,3.9,6.4,1,34,4,20.0,1,0,0
107,Mossis Madu,TB,RB,15,1.7,55,3.7,6.1,0,15,3,20.0,0,0,0
108,Jacob Hester,SD,FB,28,1.8,90,3.2,5.6,0,16,8,28.6,0,0,0
109,Anthony Dixon,SF,RB,29,1.8,87,3.0,5.4,2,9,6,20.7,0,0,0
110,John Kuhn,GB,FB,30,1.9,78,2.6,4.9,4,12,9,30.0,0,0,0
111,Thomas Clayton,CLE,RB,8,2.7,12,1.5,4.0,0,4,1,12.5,0,0,0
112,Lorenzo Booker,MIN,RB,13,0.9,52,4.0,3.5,0,25,3,23.1,1,0,2
113,Josh Vaughan,CAR,RB,7,1.0,24,3.4,3.4,0,9,0,0.0,0,0,0
114,Jamie Harper,TEN,RB,17,1.3,44,2.6,3.4,1,12,4,23.5,0,0,1
115,Le'Ron McClain,KC,FB,15,0.9,51,3.4,3.2,1,12,3,20.0,0,0,0
116,Johnny White,BUF,RB,12,1.0,38,3.2,3.2,0,13,1,8.3,0,0,0
117,Rock Cartwright,OAK,RB,4,0.3,45,11.3,3.0,0,35,1,25.0,1,0,0
117,Montell Owens,JAC,RB,10,0.8,39,3.9,3.0,0,9,3,30.0,0,0,0
119,John Conner,NYJ,FB,13,0.8,44,3.4,2.8,1,13,7,53.8,0,0,0
119,Alex Green,GB,RB,3,0.8,11,3.7,2.8,0,8,0,0.0,0,0,0
119,Spencer Larsen,DEN,FB,14,0.9,44,3.1,2.8,0,6,3,21.4,0,0,0
122,Lex Hilliard,MIA,FB,16,1.0,41,2.6,2.6,1,4,9,56.3,0,0,0
123,Darrel Young,WAS,FB,6,0.5,33,5.5,2.5,1,12,6,100.0,0,0,0
124,Vonta Leach,BAL,FB,12,0.8,35,2.9,2.2,0,6,9,75.0,0,0,0
125,Ahmard Hall,TEN,FB,6,0.5,24,4.0,2.0,0,12,3,50.0,0,0,1
125,Larry Johnson,MIA,RB,1,1.0,2,2.0,2.0,0,2,0,0.0,0,0,0
127,Anthony Allen,BAL,RB,3,0.6,8,2.7,1.6,0,3,0,0.0,0,0,0
128,Da'Rel Scott,NYG,RB,5,0.5,16,3.2,1.5,0,8,1,20.0,0,0,1
129,Brit Miller,STL,FB,5,0.4,14,2.8,1.2,0,12,1,20.0,0,0,0
130,Manase Tonga,OAK,FB,1,0.1,12,12.0,1.1,0,12,1,100.0,0,0,0
131,Brock Bolen,JAC,RB,2,0.2,14,7.0,1.1,0,10,1,50.0,0,0,0
132,Cedric Peerman,CIN,RB,3,0.2,15,5.0,1.0,0,11,0,0.0,0,0,0
133,Armond Smith,CLE,RB,3,1.0,2,0.7,0.7,0,6,0,0.0,0,0,0
134,Owen Marecic,CLE,FB,4,0.3,8,2.0,0.6,0,3,1,25.0,0,0,0
135,Bruce Miller,SF,FB,4,0.3,8,2.0,0.5,0,3,2,50.0,0,0,1
136,Michael Robinson,SEA,FB,4,0.3,7,1.8,0.5,0,3,1,25.0,0,0,1
137,Greg Jones,JAC,FB,2,0.1,7,3.5,0.4,1,6,1,50.0,0,0,0
138,Tony Fiammetta,DAL,FB,4,0.4,4,1.0,0.4,0,3,1,25.0,0,0,0
139,Owen Schmitt,PHI,FB,4,0.2,6,1.5,0.4,0,4,0,0.0,0,0,0
140,Jed Collins,NO,FB,4,0.2,4,1.0,0.2,2,2,3,75.0,0,0,0
141,Anthony Sherman,ARI,FB,1,0.1,3,3.0,0.2,0,3,1,100.0,0,0,0
142,Ovie Mughelli,ATL,FB,2,0.3,1,0.5,0.1,0,1,0,0.0,0,0,0
143,Aaron Brown,DET,RB,1,1.0,0,0.0,0.0,0,0,0,0.0,0,0,0
143,Lawrence Vickers,HOU,FB,1,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0
145,Chauncey Washington,DAL,RB,1,0.5,-1,-1.0,-0.5,0,-1,0,0.0,0,0,0
