Rk,Player,Team,Pos,Att,Att/G,Yds,Avg,Yds/G,TD,Long,1st Downs,1st Down %,20+,40+,FUM
42,Darren McFadden,OAK,RB,114,11.4,379,3.3,37.9,5,30,16,14.0,4,0,1
43,Mike James,TB,RB,60,7.5,295,4.9,36.9,0,24,14,23.3,2,0,0
44,Jonathan Grimes,HOU,RB,21,10.5,73,3.5,36.5,1,12,6,28.6,0,0,0
45,Peyton Hillis,NYG,RB,73,10.4,247,3.4,35.3,2,27,12,16.4,1,0,1
46,Mark Ingram,NO,RB,78,7.1,386,4.9,35.1,1,34,18,23.1,3,0,0
47,Montee Ball,DEN,RB,120,7.5,559,4.7,34.9,4,45,35,29.2,3,1,2
48,Pierre Thomas,NO,RB,147,9.2,549,3.7,34.3,2,18,31,21.1,0,0,0
49,Brandon Jacobs,NYG,RB,58,8.3,238,4.1,34.0,4,37,16,27.6,1,0,1
50,Donald Brown,IND,RB,102,6.4,537,5.3,33.6,6,51T,20,19.6,4,2,0
51,Trent Richardson,IND,RB,157,11.2,458,2.9,32.7,3,22,25,15.9,1,0,2
52,Willis McGahee,CLE,RB,138,11.5,377,2.7,31.4,2,16,28,20.3,0,0,1
53,Mike Goodson,NYJ,RB,7,3.5,61,8.7,30.5,0,26,2,28.6,1,0,0
54,Jonathan Stewart,CAR,RB,48,8.0,180,3.8,30.0,0,16,7,14.6,0,0,1
55,David Wilson,NYG,RB,44,8.8,146,3.3,29.2,1,18,10,22.7,0,0,2
56,Bernard Pierce,BAL,RB,152,9.5,436,2.9,27.2,2,28,20,13.2,2,0,0
57,Daniel Thomas,MIA,RB,109,7.3,406,3.7,27.1,4,55,17,15.6,1,1,0
58,Daryl Richardson,STL,RB,69,8.6,215,3.1,26.9,0,14,12,17.4,0,0,0
59,Shonn Greene,TEN,RB,77,7.0,295,3.8,26.8,4,29,18,23.4,2,0,0
60,Danny Woodhead,SD,RB,106,6.6,429,4.0,26.8,2,14,26,24.5,0,0,1
61,Shane Vereen,NE,RB,44,5.5,208,4.7,26.0,1,21,10,22.7,2,0,1
62,Dennis Johnson,HOU,RB,49,6.1,183,3.7,22.9,0,29,8,16.3,1,0,0
63,Brandon Bolden,NE,RB,55,4.6,271,4.9,22.6,3,46,14,25.5,2,1,0
64,Mike Tolbert,CAR,FB,101,6.3,361,3.6,22.6,5,22,31,30.7,2,0,0
65,Khiry Robinson,NO,RB,54,5.4,224,4.1,22.4,1,25,12,22.2,3,0,0
66,Kendall Hunter,SF,RB,78,4.9,358,4.6,22.4,3,45,18,23.1,5,2,1
67,Jacquizz Rodgers,ATL,RB,96,6.4,332,3.5,22.1,2,19T,19,19.8,0,0,0
68,Ronnie Hillman,DEN,RB,55,5.5,218,4.0,21.8,1,19,13,23.6,0,0,2
69,Toby Gerhart,MIN,RB,36,2.6,283,7.9,20.2,2,41T,13,36.1,4,1,1
70,Christine Michael,SEA,RB,18,4.5,79,4.4,19.8,0,13,5,27.8,0,0,0
71,Bryce Brown,PHI,RB,75,4.7,314,4.2,19.6,2,65T,16,21.3,2,1,0
72,LaRod Stephens-Howling,PIT,RB,6,6.0,19,3.2,19.0,0,5,0,0.0,0,0,0
73,Benny Cunningham,STL,RB,47,3.4,261,5.6,18.6,1,56,11,23.4,2,1,2
74,Roy Helu,WAS,RB,62,3.9,274,4.4,17.1,4,24,18,29.0,2,0,1
75,Lance Dunbar,DAL,RB,30,3.3,150,5.0,16.7,0,45,8,26.7,1,1,0
76,Robert Turbin,SEA,RB,77,4.8,264,3.4,16.5,0,15,9,11.7,0,0,0
77,Jordan Todman,JAC,RB,76,4.8,256,3.4,16.0,2,33,16,21.1,1,0,0
78,Knile Davis,KC,RB,70,4.4,242,3.5,15.1,4,20,10,14.3,1,0,1
79,Matt Asiata,MIN,RB,44,4.0,166,3.8,15.1,3,39,11,25.0,1,0,1
80,Chris Ogbonnaya,CLE,RB,49,3.1,240,4.9,15.0,0,43,14,28.6,2,1,1
81,Tashard Choice,IND,RB,11,3.7,44,4.0,14.7,0,8,1,9.1,0,0,0
81,Darren Sproles,NO,RB,53,3.5,220,4.2,14.7,2,38,11,20.8,1,0,1
83,Da'Rel Scott,NYG,RB,20,4.0,73,3.7,14.6,0,16,3,15.0,0,0,0
84,Marcel Reece,OAK,FB,46,2.9,218,4.7,13.6,2,63T,8,17.4,1,1,0
85,Michael Bush,CHI,RB,63,4.2,197,3.1,13.1,3,40T,10,15.9,1,1,0
85,Jonathan Dwyer,PIT,RB,49,3.3,197,4.0,13.1,0,30,16,32.7,2,0,0
87,Joseph Randle,DAL,RB,54,4.2,164,3.0,12.6,2,19,7,13.0,0,0,0
88,Jason Snelling,ATL,FB,44,3.1,164,3.7,11.7,1,17,9,20.5,0,0,0
89,Felix Jones,PIT,RB,48,3.0,184,3.8,11.5,0,14,9,18.8,0,0,1
90,Brian Leonard,TB,RB,47,2.9,182,3.9,11.4,0,24,12,25.5,1,0,0
91,Ronnie Brown,SD,RB,45,2.8,157,3.5,9.8,1,13,8,17.8,0,0,0
92,Johnathan Franklin,GB,RB,19,1.7,107,5.6,9.7,1,51,7,36.8,1,1,2
93,Antone Smith,ATL,RB,5,0.3,145,29.0,9.7,2,50T,4,80.0,3,1,0
94,Jackie Battle,TEN,RB,36,2.2,142,3.9,8.9,1,37,7,19.4,2,0,0
95,Ray Graham,HOU,RB,4,4.0,8,2.0,8.0,0,4,0,0.0,0,0,0
96,C.J. Anderson,DEN,RB,7,1.4,38,5.4,7.6,0,11,3,42.9,0,0,0
97,Deji Karim,HOU,RB,12,1.7,51,4.3,7.3,0,14,3,25.0,0,0,0
98,Stepfan Taylor,ARI,RB,36,2.2,115,3.2,7.2,0,15,6,16.7,0,0,0
99,Fozzy Whittaker,CLE,RB,28,2.5,79,2.8,7.2,0,11,3,10.7,0,0,0
100,Jeff Demps,TB,RB,1,0.5,14,14.0,7.0,0,14,1,100.0,0,0,0
100,Mike Gillislee,MIA,RB,6,2.0,21,3.5,7.0,0,6,1,16.7,0,0,0
100,Bernard Scott,BAL,RB,4,2.0,14,3.5,7.0,0,9,0,0.0,0,0,0
103,Chris Polk,PHI,RB,11,0.7,98,8.9,6.5,3,38T,5,45.5,2,0,0
104,LaMichael James,SF,RB,12,1.2,59,4.9,5.9,0,21,2,16.7,1,0,0
105,Dan Herron,IND,RB,5,0.8,33,6.6,5.5,0,22,2,40.0,1,0,0
106,Spencer Ware,SEA,RB,3,1.5,10,3.3,5.0,0,5,1,33.3,0,0,0
107,Denard Robinson,JAC,RB,20,1.2,66,3.3,4.1,0,24,3,15.0,1,0,3
108,Isaac Redman,PIT,RB,10,3.3,12,1.2,4.0,0,8,0,0.0,0,0,1
109,Tommy Bohanon,NYJ,FB,17,1.1,62,3.6,3.9,0,8,4,23.5,0,0,0
110,Michael Hill,TB,RB,9,1.5,23,2.6,3.8,0,10,1,11.1,0,0,0
111,Anthony Dixon,SF,RB,28,1.8,56,2.0,3.5,2,9,5,17.9,0,0,0
112,Justin Forsett,JAC,RB,6,0.7,31,5.2,3.4,0,10,1,16.7,0,0,0
113,Alfonso Smith,ARI,RB,18,1.1,54,3.0,3.4,1,21,5,27.8,1,0,2
114,Darrel Young,WAS,FB,12,0.9,41,3.4,3.2,3,19,7,58.3,0,0,0
115,Michael Cox,NYG,RB,22,1.6,43,2.0,3.1,0,9,1,4.5,0,0,0
116,Frank Summers,BUF,FB,12,0.8,46,3.8,3.1,1,16,3,25.0,0,0,0
117,Mikel Leshoure,DET,RB,2,0.7,9,4.5,3.0,0,5,0,0.0,0,0,0
118,Jed Collins,NO,FB,15,0.9,45,3.0,2.8,1,12,9,60.0,0,0,0
119,Alex Green,NYJ,RB,11,0.8,35,3.2,2.7,0,9,2,18.2,0,0,0
120,John Kuhn,GB,FB,10,0.7,38,3.8,2.5,1,12,7,70.0,0,0,0
121,Isaiah Pead,STL,RB,7,0.7,21,3.0,2.1,0,11,2,28.6,0,0,0
122,Le'Ron McClain,SD,FB,11,0.7,32,2.9,2.0,0,7,7,63.6,0,0,0
122,Ronnie Wingo,BUF,RB,1,0.5,4,4.0,2.0,0,4,0,0.0,0,0,0
124,Theo Riddick,DET,RB,9,0.6,25,2.8,1.8,1,7,2,22.2,0,0,0
125,Cyrus Gray,KC,RB,9,0.6,24,2.7,1.5,0,9,1,11.1,0,0,0
126,Vonta Leach,BAL,FB,11,0.7,23,2.1,1.4,0,6,3,27.3,0,0,0
127,Marcus Thigpen,MIA,RB,6,0.4,18,3.0,1.1,0,9,1,16.7,0,0,0
128,Cedric Peerman,CIN,RB,8,0.5,17,2.1,1.1,0,5,0,0.0,0,0,0
129,Armond Smith,CAR,RB,4,0.8,5,1.3,1.0,0,5,0,0.0,0,0,0
130,Bruce Miller,SF,FB,7,0.5,13,1.9,0.9,0,4,3,42.9,0,0,0
131,Kenjon Barner,CAR,RB,6,0.8,7,1.2,0.9,0,2,0,0.0,0,0,0
132,Phillip Tanner,DAL,RB,9,0.6,12,1.3,0.8,1,9,2,22.2,0,0,1
133,Shaun Draughn,BAL,RB,4,1.3,2,0.5,0.7,0,3,1,25.0,0,0,0
134,James Develin,NE,FB,4,0.2,10,2.5,0.6,1,4,4,100.0,0,0,0
135,Stanley Havili,IND,FB,7,0.5,7,1.0,0.5,0,4,1,14.3,0,0,0
136,Jamize Olawale,OAK,RB,3,0.2,6,2.0,0.4,0,4,0,0.0,0,0,0
137,Derrick Coleman,SEA,FB,2,0.2,3,1.5,0.2,0,4,0,0.0,0,0,0
138,Anthony Sherman,KC,FB,2,0.1,3,1.5,0.2,0,2,1,50.0,0,0,0
139,Josh Vaughan,ATL,RB,1,0.2,1,1.0,0.2,0,1,0,0.0,0,0,0
140,Jeremy Stewart,OAK,FB,2,0.2,2,1.0,0.2,1,2T,1,50.0,0,0,0
141,Greg Jones,HOU,FB,2,0.1,2,1.0,0.1,0,4,0,0.0,0,0,0
142,Will Ta'ufo'ou,JAC,FB,1,0.1,1,1.0,0.1,0,1,0,0.0,0,0,0
143,Michael Robinson,SEA,FB,1,0.1,0,0.0,0.0,0,0,0,0.0,0,0,0
143,Evan Royster,WAS,RB,2,0.2,0,0.0,0.0,0,0,0,0.0,0,0,0
